customer_id,signup_date,order_amount,status
CUST_049,2025-02-19,100.5,SUCCESS
CUST_050,2025-02-20,12000.0,SUCCESS
CUST_051,2025-02-21,250.0,PENDING
CUST_052,2025-02-22,,SUCCESS
CUST_053,2025-02-23,250.0,SUCCESS
CUST_054,2025-02-24,100.5,PENDING
CUST_055,2025-02-25,,SUCCESS
CUST_056,2025-02-26,100.5,SUCCESS
CUST_057,2025-02-27,100.5,SUCCESS
CUST_058,2025-02-28,100.5,SUCCESS
CUST_059,2025-03-01,100.5,SUCCESS
CUST_060,2025-03-02,100.5,SUCCESS
CUST_061,2025-03-03,100.5,SUCCESS
CUST_062,2025-03-04,250.0,SUCCESS
CUST_063,2025-03-05,100.5,SUCCESS
CUST_064,2025-03-06,100.5,SUCCESS
CUST_065,2025-03-07,100.5,SUCCESS
CUST_066,2025-03-08,100.5,SUCCESS
CUST_067,2025-03-09,250.0,SUCCESS
CUST_068,2025-03-10,100.5,INVALID_STATUS
CUST_069,2025-03-11,45.0,SUCCESS
CUST_070,2025-03-12,250.0,SUCCESS
CUST_071,2025-03-13,100.5,SUCCESS
CUST_072,2025-03-14,100.5,SUCCESS
CUST_073,2025-03-15,250.0,SUCCESS
CUST_074,2025-03-16,250.0,PENDING
CUST_075,2025-03-17,250.0,INVALID_STATUS
CUST_076,2025-03-18,250.0,SUCCESS
CUST_077,2025-03-19,100.5,INVALID_STATUS
CUST_078,2025-03-20,100.5,SUCCESS
CUST_079,2025-03-21,100.5,SUCCESS
CUST_080,2025-03-22,250.0,SUCCESS
CUST_081,2025-03-23,100.5,UNKNOWN
CUST_082,2025-03-24,100.5,SUCCESS
CUST_083,2025-03-25,100.5,SUCCESS
CUST_084,2025-03-26,100.5,SUCCESS
CUST_085,2025-03-27,100.5,SUCCESS
CUST_086,2025-03-28,250.0,SUCCESS
CUST_087,2025-03-29,100.5,SUCCESS
CUST_088,2025-03-30,250.0,SUCCESS
CUST_089,2025-03-31,100.5,SUCCESS
CUST_090,2025-04-01,100.5,SUCCESS
CUST_091,2025-04-02,250.0,SUCCESS
CUST_092,2025-04-03,250.0,SUCCESS
CUST_093,2025-04-04,100.5,SUCCESS
CUST_094,2025-04-05,250.0,PENDING
CUST_095,2025-04-06,100.5,SUCCESS
CUST_096,2025-04-07,100.5,SUCCESS
CUST_097,2025-04-08,100.5,SUCCESS
CUST_098,2025-04-09,100.5,SUCCESS
CUST_099,2025-04-10,100.5,SUCCESS
CUST_100,2025-04-11,100.5,SUCCESS
CUST_101,2025-04-12,100.5,SUCCESS
CUST_102,2025-04-13,100.5,SUCCESS
CUST_103,2025-04-14,100.5,SUCCESS
CUST_104,2025-04-15,,SUCCESS
CUST_105,2025-04-16,100.5,SUCCESS
CUST_106,2025-04-17,100.5,SUCCESS
CUST_107,2025-04-18,250.0,SUCCESS
CUST_108,2025-04-19,100.5,SUCCESS
CUST_109,2025-04-20,100.5,SUCCESS
CUST_110,2025-04-21,100.5,SUCCESS
CUST_111,2025-04-22,100.5,SUCCESS
CUST_112,2025-04-23,,SUCCESS
CUST_113,2025-04-24,250.0,SUCCESS
CUST_114,2025-04-25,100.5,PENDING
CUST_115,2025-04-26,250.0,INVALID_STATUS
CUST_116,2025-04-27,250.0,SUCCESS
CUST_117,2025-04-28,100.5,SUCCESS
CUST_118,2025-04-29,250.0,PENDING
CUST_119,2025-04-30,100.5,SUCCESS
CUST_120,2025-05-01,250.0,SUCCESS
CUST_121,2025-05-02,250.0,SUCCESS
CUST_122,2025-05-03,100.5,SUCCESS
CUST_123,2025-05-04,100.5,SUCCESS
CUST_124,2025-05-05,100.5,SUCCESS
CUST_125,2025-05-06,100.5,SUCCESS
CUST_126,2025-05-07,250.0,SUCCESS
CUST_127,2025-05-08,250.0,SUCCESS
CUST_128,2025-05-09,100.5,SUCCESS
CUST_129,2025-05-10,100.5,SUCCESS
CUST_130,2025-05-11,100.5,SUCCESS
CUST_131,2025-05-12,100.5,PENDING
CUST_132,2025-05-13,100.5,SUCCESS
CUST_133,2025-05-14,100.5,SUCCESS
CUST_134,2025-05-15,,SUCCESS
CUST_135,2025-05-16,100.5,SUCCESS
CUST_136,2025-05-17,100.5,SUCCESS
CUST_137,2025-05-18,250.0,SUCCESS
CUST_138,2025-05-19,100.5,SUCCESS
CUST_139,2025-05-20,45.0,SUCCESS
CUST_140,2025-05-21,12000.0,SUCCESS
CUST_141,2025-05-22,100.5,SUCCESS
CUST_142,2025-05-23,100.5,SUCCESS
CUST_143,2025-05-24,100.5,SUCCESS
CUST_144,2025-05-25,100.5,SUCCESS
CUST_145,2025-05-26,100.5,PENDING
CUST_146,2025-05-27,100.5,SUCCESS
CUST_147,2025-05-28,100.5,SUCCESS
CUST_148,2025-05-29,100.5,SUCCESS
CUST_149,2025-05-30,100.5,SUCCESS
CUST_150,2025-05-31,,SUCCESS
CUST_151,2025-06-01,100.5,SUCCESS
CUST_152,2025-06-02,100.5,SUCCESS
CUST_153,2025-06-03,100.5,SUCCESS
CUST_154,2025-06-04,45.0,SUCCESS
CUST_155,2025-06-05,100.5,SUCCESS
CUST_156,2025-06-06,100.5,SUCCESS
CUST_157,2025-06-07,250.0,SUCCESS
CUST_158,2025-06-08,100.5,SUCCESS
CUST_159,2025-06-09,250.0,SUCCESS
CUST_160,2025-06-10,100.5,SUCCESS
CUST_161,2025-06-11,100.5,UNKNOWN
CUST_162,2025-06-12,100.5,SUCCESS
CUST_163,2025-06-13,100.5,SUCCESS
CUST_164,2025-06-14,100.5,SUCCESS
CUST_165,2025-06-15,250.0,SUCCESS
CUST_166,2025-06-16,100.5,SUCCESS
CUST_167,2025-06-17,100.5,SUCCESS
CUST_168,2025-06-18,100.5,SUCCESS
CUST_169,2025-06-19,100.5,SUCCESS
CUST_170,2025-06-20,100.5,SUCCESS
CUST_171,2025-06-21,100.5,PENDING
CUST_172,2025-06-22,100.5,SUCCESS
CUST_173,2025-06-23,100.5,SUCCESS
CUST_174,2025-06-24,100.5,SUCCESS
CUST_175,2025-06-25,100.5,UNKNOWN
CUST_176,2025-06-26,100.5,SUCCESS
CUST_177,2025-06-27,100.5,SUCCESS
CUST_178,2025-06-28,,UNKNOWN
CUST_179,2025-06-29,100.5,PENDING
CUST_180,2025-06-30,100.5,PENDING
CUST_181,2025-07-01,100.5,SUCCESS
CUST_182,2025-07-02,,SUCCESS
CUST_183,2025-07-03,250.0,SUCCESS
CUST_184,2025-07-04,100.5,INVALID_STATUS
CUST_185,2025-07-05,100.5,SUCCESS
CUST_186,2025-07-06,250.0,SUCCESS
CUST_187,2025-07-07,100.5,SUCCESS
CUST_188,2025-07-08,100.5,SUCCESS
CUST_189,2025-07-09,100.5,SUCCESS
CUST_190,2025-07-10,100.5,SUCCESS
CUST_191,2025-07-11,250.0,SUCCESS
CUST_192,2025-07-12,,SUCCESS
CUST_193,2025-07-13,100.5,SUCCESS
CUST_194,2025-07-14,100.5,SUCCESS
CUST_195,2025-07-15,100.5,SUCCESS
CUST_196,2025-07-16,250.0,SUCCESS
CUST_197,2025-07-17,250.0,SUCCESS
CUST_198,2025-07-18,250.0,SUCCESS
CUST_199,2025-07-19,250.0,SUCCESS
CUST_200,2025-07-20,100.5,SUCCESS
CUST_201,2025-07-21,100.5,SUCCESS
CUST_202,2025-07-22,100.5,SUCCESS
CUST_203,2025-07-23,250.0,SUCCESS
CUST_204,2025-07-24,100.5,SUCCESS
CUST_205,2025-07-25,100.5,UNKNOWN
CUST_206,2025-07-26,100.5,SUCCESS
CUST_207,2025-07-27,100.5,PENDING
CUST_208,2025-07-28,100.5,SUCCESS
CUST_209,2025-07-29,100.5,SUCCESS
CUST_210,2025-07-30,100.5,SUCCESS
CUST_211,2025-07-31,100.5,SUCCESS
CUST_212,2025-08-01,100.5,SUCCESS
CUST_213,2025-08-02,100.5,SUCCESS
CUST_214,2025-08-03,250.0,SUCCESS
CUST_215,2025-08-04,100.5,INVALID_STATUS
CUST_216,2025-08-05,100.5,PENDING
CUST_217,2025-08-06,250.0,UNKNOWN
CUST_218,2025-08-07,100.5,SUCCESS
CUST_219,2025-08-08,250.0,SUCCESS
CUST_220,2025-08-09,100.5,INVALID_STATUS
CUST_221,2025-08-10,100.5,SUCCESS
CUST_222,2025-08-11,100.5,SUCCESS
CUST_223,2025-08-12,100.5,SUCCESS
CUST_224,2025-08-13,100.5,SUCCESS
CUST_225,2025-08-14,100.5,PENDING
CUST_226,2025-08-15,45.0,SUCCESS
CUST_227,2025-08-16,100.5,SUCCESS
CUST_228,2025-08-17,250.0,SUCCESS
CUST_229,2025-08-18,100.5,SUCCESS
CUST_230,2025-08-19,250.0,SUCCESS
CUST_231,2025-08-20,100.5,PENDING
CUST_232,2025-08-21,100.5,SUCCESS
CUST_233,2025-08-22,100.5,SUCCESS
CUST_234,2025-08-23,100.5,SUCCESS
CUST_235,2025-08-24,250.0,PENDING
CUST_236,2025-08-25,100.5,SUCCESS
CUST_237,2025-08-26,100.5,PENDING
CUST_238,2025-08-27,100.5,SUCCESS
CUST_239,2025-08-28,100.5,SUCCESS
CUST_240,2025-08-29,,SUCCESS
CUST_241,2025-08-30,12000.0,SUCCESS
CUST_242,2025-08-31,,SUCCESS
CUST_243,2025-09-01,100.5,SUCCESS
CUST_244,2025-09-02,100.5,SUCCESS
CUST_245,2025-09-03,,PENDING
CUST_246,2025-09-04,100.5,SUCCESS
CUST_247,2025-09-05,12000.0,SUCCESS
CUST_248,2025-09-06,12000.0,INVALID_STATUS
CUST_249,2025-09-07,250.0,SUCCESS
CUST_250,2025-09-08,100.5,SUCCESS
CUST_251,2025-09-09,100.5,INVALID_STATUS
CUST_252,2025-09-10,250.0,SUCCESS
CUST_253,2025-09-11,100.5,SUCCESS
CUST_254,2025-09-12,100.5,SUCCESS
CUST_255,2025-09-13,100.5,SUCCESS
CUST_256,2025-09-14,,SUCCESS
CUST_257,2025-09-15,100.5,SUCCESS
CUST_258,2025-09-16,100.5,PENDING
CUST_259,2025-09-17,100.5,SUCCESS
CUST_260,2025-09-18,100.5,SUCCESS
CUST_261,2025-09-19,45.0,SUCCESS
CUST_262,2025-09-20,100.5,SUCCESS
CUST_263,2025-09-21,100.5,SUCCESS
CUST_264,2025-09-22,250.0,SUCCESS
CUST_265,2025-09-23,250.0,SUCCESS
CUST_266,2025-09-24,100.5,SUCCESS
CUST_267,2025-09-25,250.0,PENDING
CUST_268,2025-09-26,100.5,SUCCESS
CUST_269,2025-09-27,100.5,PENDING
CUST_270,2025-09-28,250.0,SUCCESS
CUST_271,2025-09-29,250.0,PENDING
CUST_272,2025-09-30,250.0,SUCCESS
CUST_273,2025-10-01,,SUCCESS
CUST_274,2025-10-02,100.5,SUCCESS
CUST_275,2025-10-03,100.5,SUCCESS
CUST_276,2025-10-04,250.0,SUCCESS
CUST_277,2025-10-05,100.5,SUCCESS
CUST_278,2025-10-06,250.0,SUCCESS
CUST_279,2025-10-07,250.0,SUCCESS
CUST_280,2025-10-08,250.0,SUCCESS
CUST_281,2025-10-09,100.5,SUCCESS
CUST_282,2025-10-10,100.5,SUCCESS
CUST_283,2025-10-11,100.5,SUCCESS
CUST_284,2025-10-12,100.5,SUCCESS
CUST_285,2025-10-13,100.5,INVALID_STATUS
CUST_286,2025-10-14,100.5,SUCCESS
CUST_287,2025-10-15,100.5,SUCCESS
CUST_288,2025-10-16,100.5,SUCCESS
CUST_289,2025-10-17,100.5,INVALID_STATUS
CUST_290,2025-10-18,100.5,SUCCESS
CUST_291,2025-10-19,100.5,SUCCESS
CUST_292,2025-10-20,250.0,SUCCESS
CUST_293,2025-10-21,100.5,SUCCESS
CUST_294,2025-10-22,100.5,SUCCESS
CUST_295,2025-10-23,100.5,PENDING
CUST_296,2025-10-24,250.0,INVALID_STATUS
CUST_297,2025-10-25,100.5,SUCCESS
CUST_298,2025-10-26,100.5,SUCCESS
CUST_299,2025-10-27,100.5,INVALID_STATUS
CUST_300,2025-10-28,100.5,SUCCESS
CUST_301,2025-10-29,100.5,SUCCESS
CUST_302,2025-10-30,100.5,SUCCESS
CUST_303,2025-10-31,100.5,SUCCESS
CUST_304,2025-11-01,250.0,SUCCESS
CUST_305,2025-11-02,45.0,SUCCESS
CUST_306,2025-11-03,100.5,INVALID_STATUS
CUST_307,2025-11-04,100.5,INVALID_STATUS
CUST_308,2025-11-05,250.0,SUCCESS
CUST_309,2025-11-06,100.5,SUCCESS
CUST_310,2025-11-07,100.5,UNKNOWN
CUST_311,2025-11-08,100.5,PENDING
CUST_312,2025-11-09,100.5,SUCCESS
CUST_313,2025-11-10,12000.0,INVALID_STATUS
CUST_314,2025-11-11,250.0,PENDING
CUST_315,2025-11-12,100.5,SUCCESS
CUST_316,2025-11-13,100.5,SUCCESS
CUST_317,2025-11-14,100.5,SUCCESS
CUST_318,2025-11-15,100.5,SUCCESS
CUST_319,2025-11-16,100.5,SUCCESS
CUST_320,2025-11-17,100.5,PENDING
CUST_321,2025-11-18,250.0,SUCCESS
CUST_322,2025-11-19,100.5,SUCCESS
CUST_323,2025-11-20,100.5,SUCCESS
CUST_324,2025-11-21,12000.0,SUCCESS
CUST_325,2025-11-22,250.0,INVALID_STATUS
CUST_326,2025-11-23,100.5,SUCCESS
CUST_327,2025-11-24,100.5,SUCCESS
CUST_328,2025-11-25,100.5,SUCCESS
CUST_329,2025-11-26,100.5,SUCCESS
CUST_330,2025-11-27,100.5,SUCCESS
CUST_331,2025-11-28,250.0,SUCCESS
CUST_332,2025-11-29,100.5,SUCCESS
CUST_333,2025-11-30,100.5,SUCCESS
CUST_334,2025-12-01,100.5,SUCCESS
CUST_335,2025-12-02,100.5,SUCCESS
CUST_336,2025-12-03,250.0,INVALID_STATUS
CUST_337,2025-12-04,250.0,SUCCESS
CUST_338,2025-12-05,100.5,SUCCESS
CUST_339,2025-12-06,100.5,SUCCESS
CUST_340,2025-12-07,100.5,SUCCESS
CUST_341,2025-12-08,100.5,SUCCESS
CUST_342,2025-12-09,100.5,SUCCESS
CUST_343,2025-12-10,100.5,UNKNOWN
CUST_344,2025-12-11,100.5,SUCCESS
CUST_345,2025-12-12,100.5,SUCCESS
CUST_346,2025-12-13,100.5,SUCCESS
CUST_347,2025-12-14,100.5,UNKNOWN
CUST_348,2025-12-15,100.5,SUCCESS
CUST_349,2025-12-16,100.5,SUCCESS
CUST_350,2025-12-17,100.5,SUCCESS
CUST_351,2025-12-18,250.0,SUCCESS
CUST_352,2025-12-19,100.5,SUCCESS
CUST_353,2025-12-20,100.5,PENDING
CUST_354,2025-12-21,100.5,SUCCESS
CUST_355,2025-12-22,100.5,SUCCESS
CUST_356,2025-12-23,100.5,SUCCESS
CUST_357,2025-12-24,100.5,SUCCESS
CUST_358,2025-12-25,,SUCCESS
CUST_359,2025-12-26,100.5,SUCCESS
CUST_360,2025-12-27,100.5,SUCCESS
CUST_361,2025-12-28,100.5,SUCCESS
CUST_362,2025-12-29,100.5,SUCCESS
CUST_363,2025-12-30,100.5,SUCCESS
CUST_364,2025-12-31,,SUCCESS
CUST_365,2026-01-01,100.5,SUCCESS
CUST_366,2026-01-02,12000.0,SUCCESS
CUST_367,2026-01-03,,SUCCESS
CUST_368,2026-01-04,100.5,PENDING
CUST_369,2026-01-05,100.5,INVALID_STATUS
CUST_370,2026-01-06,100.5,SUCCESS
CUST_371,2026-01-07,100.5,SUCCESS
CUST_372,2026-01-08,100.5,SUCCESS
CUST_373,2026-01-09,100.5,SUCCESS
CUST_374,2026-01-10,100.5,SUCCESS
CUST_375,2026-01-11,100.5,SUCCESS
CUST_376,2026-01-12,250.0,SUCCESS
CUST_377,2026-01-13,100.5,SUCCESS
CUST_378,2026-01-14,250.0,SUCCESS
CUST_379,2026-01-15,100.5,SUCCESS
CUST_380,2026-01-16,100.5,SUCCESS
CUST_381,2026-01-17,100.5,SUCCESS
CUST_382,2026-01-18,100.5,SUCCESS
CUST_383,2026-01-19,250.0,SUCCESS
CUST_384,2026-01-20,250.0,SUCCESS
CUST_385,2026-01-21,250.0,SUCCESS
CUST_386,2026-01-22,100.5,SUCCESS
CUST_387,2026-01-23,100.5,SUCCESS
CUST_388,2026-01-24,250.0,SUCCESS
CUST_389,2026-01-25,250.0,SUCCESS
CUST_390,2026-01-26,45.0,SUCCESS
CUST_391,2026-01-27,100.5,PENDING
CUST_392,2026-01-28,100.5,PENDING
CUST_393,2026-01-29,250.0,SUCCESS
CUST_394,2026-01-30,100.5,SUCCESS
CUST_395,2026-01-31,,SUCCESS
CUST_396,2026-02-01,250.0,SUCCESS
CUST_397,2026-02-02,100.5,PENDING
CUST_398,2026-02-03,250.0,SUCCESS
CUST_399,2026-02-04,250.0,SUCCESS
CUST_400,2026-02-05,100.5,SUCCESS
CUST_401,2026-02-06,,SUCCESS
CUST_402,2026-02-07,100.5,SUCCESS
CUST_403,2026-02-08,250.0,SUCCESS
CUST_404,2026-02-09,100.5,SUCCESS
CUST_405,2026-02-10,250.0,PENDING
CUST_406,2026-02-11,100.5,PENDING
CUST_407,2026-02-12,100.5,SUCCESS
CUST_408,2026-02-13,,SUCCESS
CUST_409,2026-02-14,100.5,SUCCESS
CUST_410,2026-02-15,100.5,SUCCESS
CUST_411,2026-02-16,12000.0,SUCCESS
CUST_412,2026-02-17,12000.0,SUCCESS
CUST_413,2026-02-18,100.5,SUCCESS
CUST_414,2026-02-19,100.5,SUCCESS
CUST_415,2026-02-20,100.5,SUCCESS
CUST_416,2026-02-21,100.5,SUCCESS
CUST_417,2026-02-22,100.5,INVALID_STATUS
CUST_418,2026-02-23,100.5,SUCCESS
CUST_419,2026-02-24,250.0,SUCCESS
CUST_420,2026-02-25,250.0,PENDING
CUST_421,2026-02-26,250.0,SUCCESS
CUST_422,2026-02-27,100.5,PENDING
CUST_423,2026-02-28,100.5,SUCCESS
CUST_424,2026-03-01,100.5,SUCCESS
CUST_425,2026-03-02,100.5,SUCCESS
CUST_426,2026-03-03,100.5,SUCCESS
CUST_427,2026-03-04,250.0,SUCCESS
CUST_428,2026-03-05,100.5,SUCCESS
CUST_429,2026-03-06,100.5,SUCCESS
CUST_430,2026-03-07,100.5,SUCCESS
CUST_431,2026-03-08,250.0,PENDING
CUST_432,2026-03-09,100.5,UNKNOWN
CUST_433,2026-03-10,100.5,SUCCESS
CUST_434,2026-03-11,100.5,SUCCESS
CUST_435,2026-03-12,250.0,SUCCESS
CUST_436,2026-03-13,100.5,SUCCESS
CUST_437,2026-03-14,250.0,INVALID_STATUS
CUST_438,2026-03-15,250.0,SUCCESS
CUST_439,2026-03-16,100.5,SUCCESS
CUST_440,2026-03-17,100.5,SUCCESS
CUST_441,2026-03-18,45.0,SUCCESS
CUST_442,2026-03-19,100.5,SUCCESS
CUST_443,2026-03-20,100.5,PENDING
CUST_444,2026-03-21,250.0,SUCCESS
CUST_445,2026-03-22,,SUCCESS
CUST_446,2026-03-23,45.0,SUCCESS
CUST_447,2026-03-24,250.0,INVALID_STATUS
CUST_448,2026-03-25,100.5,PENDING
CUST_449,2026-03-26,100.5,SUCCESS
CUST_450,2026-03-27,250.0,SUCCESS
CUST_451,2026-03-28,100.5,SUCCESS
CUST_452,2026-03-29,100.5,SUCCESS
CUST_453,2026-03-30,,INVALID_STATUS
CUST_454,2026-03-31,100.5,SUCCESS
CUST_455,2026-04-01,100.5,SUCCESS
CUST_456,2026-04-02,100.5,SUCCESS
CUST_457,2026-04-03,100.5,SUCCESS
CUST_458,2026-04-04,100.5,SUCCESS
CUST_459,2026-04-05,100.5,SUCCESS
CUST_460,2026-04-06,100.5,SUCCESS
CUST_461,2026-04-07,100.5,SUCCESS
CUST_462,2026-04-08,250.0,SUCCESS
CUST_463,2026-04-09,100.5,SUCCESS
CUST_464,2026-04-10,12000.0,SUCCESS
CUST_465,2026-04-11,100.5,SUCCESS
CUST_466,2026-04-12,100.5,SUCCESS
CUST_467,2026-04-13,250.0,SUCCESS
CUST_468,2026-04-14,100.5,SUCCESS
CUST_469,2026-04-15,12000.0,SUCCESS
CUST_470,2026-04-16,100.5,SUCCESS
CUST_471,2026-04-17,12000.0,INVALID_STATUS
CUST_472,2026-04-18,100.5,SUCCESS
CUST_473,2026-04-19,250.0,SUCCESS
CUST_474,2026-04-20,100.5,SUCCESS
CUST_475,2026-04-21,45.0,SUCCESS
CUST_476,2026-04-22,100.5,SUCCESS
CUST_477,2026-04-23,100.5,SUCCESS
CUST_478,2026-04-24,12000.0,SUCCESS
CUST_479,2026-04-25,100.5,SUCCESS
CUST_480,2026-04-26,100.5,SUCCESS
CUST_481,2026-04-27,100.5,SUCCESS
CUST_482,2026-04-28,100.5,SUCCESS
CUST_483,2026-04-29,100.5,SUCCESS
CUST_484,2026-04-30,100.5,SUCCESS
CUST_485,2026-05-01,,SUCCESS
CUST_486,2026-05-02,100.5,SUCCESS
CUST_487,2026-05-03,100.5,SUCCESS
CUST_488,2026-05-04,12000.0,SUCCESS
CUST_489,2026-05-05,250.0,PENDING
CUST_490,2026-05-06,100.5,SUCCESS
CUST_491,2026-05-07,100.5,SUCCESS
CUST_492,2026-05-08,100.5,SUCCESS
CUST_493,2026-05-09,100.5,SUCCESS
CUST_494,2026-05-10,100.5,SUCCESS
CUST_495,2026-05-11,100.5,SUCCESS
CUST_496,2026-05-12,100.5,INVALID_STATUS
CUST_497,2026-05-13,100.5,SUCCESS
CUST_498,2026-05-14,45.0,UNKNOWN
CUST_499,2026-05-15,45.0,SUCCESS
