transaction_id,customer_id,amount,transaction_date,status
TXN_00101,3777,8.53809238422158,2026-09-01 01:41:00,INVALID_STATUS
TXN_00102,2579,23.683393940157778,2026-09-01 01:42:00,INVALID_STATUS
TXN_00103,1161,0.12991986479395168,2026-09-01 01:43:00,INVALID_STATUS
TXN_00104,1201,101.36185380027058,2026-09-01 01:44:00,INVALID_STATUS
TXN_00105,2981,4.415174625883432,2026-09-01 01:45:00,INVALID_STATUS
TXN_00106,1995,45.47544928132548,2026-09-01 01:46:00,SUCCESS
TXN_00107,3317,214.36126873305486,2026-09-01 01:47:00,SUCCESS
TXN_00108,4934,38.4572240787722,2026-09-01 01:48:00,SUCCESS
TXN_00109,1815,128.8785775822623,2026-09-01 01:49:00,SUCCESS
TXN_00110,4342,13.467001585396105,2026-09-01 01:50:00,PENDING
TXN_00111,1455,71.34652884023545,2026-09-01 01:51:00,SUCCESS
TXN_00112,4533,37.88596553695833,2026-09-01 01:52:00,SUCCESS
TXN_00113,4798,63.740522638305194,2026-09-01 01:53:00,SUCCESS
TXN_00114,2275,3.218466106559397,2026-09-01 01:54:00,SUCCESS
TXN_00115,2016,7.993128443734735,2026-09-01 01:55:00,SUCCESS
TXN_00116,4773,7.142558851314875,2026-09-01 01:56:00,SUCCESS
TXN_00117,3343,58.10404997737273,2026-09-01 01:57:00,SUCCESS
TXN_00118,4796,93.03640468268625,2026-09-01 01:58:00,SUCCESS
TXN_00119,3767,69.23802330864126,2026-09-01 01:59:00,PENDING
TXN_00120,4820,1.5473040692015219,2026-09-01 02:00:00,SUCCESS
TXN_00121,1337,100.95119288004331,2026-09-01 02:01:00,SUCCESS
TXN_00122,1878,21.859142277472877,2026-09-01 02:02:00,SUCCESS
TXN_00123,2076,25.30549074329548,2026-09-01 02:03:00,PENDING
TXN_00124,1791,5.539269437282534,2026-09-01 02:04:00,SUCCESS
TXN_00125,4993,66.85715712479347,2026-09-01 02:05:00,SUCCESS
TXN_00126,3264,10.06200211566316,2026-09-01 02:06:00,SUCCESS
TXN_00127,1763,41.50164873305435,2026-09-01 02:07:00,SUCCESS
TXN_00128,3235,91.85143750096255,2026-09-01 02:08:00,SUCCESS
TXN_00129,1379,4.67183487260647,2026-09-01 02:09:00,SUCCESS
TXN_00130,1492,38.32198884742982,2026-09-01 02:10:00,SUCCESS
TXN_00131,4112,13.2775335343397,2026-09-01 02:11:00,SUCCESS
TXN_00132,2180,20.997997450188958,2026-09-01 02:12:00,FAILED
TXN_00133,3062,32.11984611539441,2026-09-01 02:13:00,SUCCESS
TXN_00134,4884,21.933334288673446,2026-09-01 02:14:00,SUCCESS
TXN_00135,1064,52.32322271674177,2026-09-01 02:15:00,SUCCESS
TXN_00136,4928,32.656156984409996,2026-09-01 02:16:00,SUCCESS
TXN_00137,4910,43.877483214766514,2026-09-01 02:17:00,SUCCESS
TXN_00138,3568,66.74632380074829,2026-09-01 02:18:00,SUCCESS
TXN_00139,2367,40.79312290684225,2026-09-01 02:19:00,SUCCESS
TXN_00140,2152,44.15917313270588,2026-09-01 02:20:00,SUCCESS
TXN_00141,3027,41.55826460471904,2026-09-01 02:21:00,SUCCESS
TXN_00142,3695,23.802906113842067,2026-09-01 02:22:00,SUCCESS
TXN_00143,2495,20.58272367911554,2026-09-01 02:23:00,SUCCESS
TXN_00144,4134,114.9532633154239,2026-09-01 02:24:00,SUCCESS
TXN_00145,2162,46.76797226997768,2026-09-01 02:25:00,SUCCESS
TXN_00146,2522,14.009057440151285,2026-09-01 02:26:00,FAILED
TXN_00147,3640,34.482435153647366,2026-09-01 02:27:00,FAILED
TXN_00148,1391,20.04989116109669,2026-09-01 02:28:00,SUCCESS
TXN_00149,2698,135.67210337608296,2026-09-01 02:29:00,SUCCESS
TXN_00150,1418,0.37814449126439065,2026-09-01 02:30:00,SUCCESS
TXN_00151,3336,12.766087912883952,2026-09-01 02:31:00,SUCCESS
TXN_00152,1378,22.734617938631178,2026-09-01 02:32:00,SUCCESS
TXN_00153,2796,33.452962006492285,2026-09-01 02:33:00,SUCCESS
TXN_00154,4561,95.12925049380976,2026-09-01 02:34:00,SUCCESS
TXN_00155,3278,4.599603889631214,2026-09-01 02:35:00,SUCCESS
TXN_00156,4065,81.96004511186973,2026-09-01 02:36:00,SUCCESS
TXN_00157,3088,2.863105691493736,2026-09-01 02:37:00,SUCCESS
TXN_00158,4099,92.35748944811738,2026-09-01 02:38:00,SUCCESS
TXN_00159,3182,2.650816681241397,2026-09-01 02:39:00,SUCCESS
TXN_00160,1200,0.9205463608533483,2026-09-01 02:40:00,SUCCESS
TXN_00161,2863,59.69476473254186,2026-09-01 02:41:00,SUCCESS
TXN_00162,1779,294.90845192219217,2026-09-01 02:42:00,SUCCESS
TXN_00163,3977,113.46247884509089,2026-09-01 02:43:00,SUCCESS
TXN_00164,4104,42.90090460833586,2026-09-01 02:44:00,SUCCESS
TXN_00165,4119,124.68462447604279,2026-09-01 02:45:00,SUCCESS
TXN_00166,1502,0.2657050627731103,2026-09-01 02:46:00,SUCCESS
TXN_00167,3454,184.5784793542426,2026-09-01 02:47:00,PENDING
TXN_00168,4645,33.74069133713347,2026-09-01 02:48:00,SUCCESS
TXN_00169,2751,64.16813703398356,2026-09-01 02:49:00,FAILED
TXN_00170,1804,85.9797939722065,2026-09-01 02:50:00,SUCCESS
TXN_00171,3146,63.373552596616314,2026-09-01 02:51:00,SUCCESS
TXN_00172,3731,38.2898435079956,2026-09-01 02:52:00,SUCCESS
TXN_00173,2895,32.37232578258121,2026-09-01 02:53:00,SUCCESS
TXN_00174,3773,91.1880733211721,2026-09-01 02:54:00,SUCCESS
TXN_00175,2570,11.475536451175591,2026-09-01 02:55:00,FAILED
TXN_00176,1960,172.09169858141087,2026-09-01 02:56:00,SUCCESS
TXN_00177,4810,62.05820856482537,2026-09-01 02:57:00,SUCCESS
TXN_00178,3660,11.126370017355436,2026-09-01 02:58:00,PENDING
TXN_00179,2485,66.63714581642228,2026-09-01 02:59:00,SUCCESS
TXN_00180,3690,37.734113299124175,2026-09-01 03:00:00,SUCCESS
TXN_00181,4840,61.41841439243533,2026-09-01 03:01:00,SUCCESS
TXN_00182,2028,73.00339669340853,2026-09-01 03:02:00,SUCCESS
TXN_00183,4289,4.5668639890991365,2026-09-01 03:03:00,SUCCESS
TXN_00184,1502,35.27151109568893,2026-09-01 03:04:00,SUCCESS
TXN_00185,3814,134.42292557974952,2026-09-01 03:05:00,SUCCESS
TXN_00186,1397,19.330366363671633,2026-09-01 03:06:00,SUCCESS
TXN_00187,1870,45.05571118884053,2026-09-01 03:07:00,SUCCESS
TXN_00188,3842,23.040737352429286,2026-09-01 03:08:00,SUCCESS
TXN_00189,1392,30.281360766246408,2026-09-01 03:09:00,FAILED
TXN_00190,1206,39.77041609423742,2026-09-01 03:10:00,FAILED
TXN_00191,2038,39.80574804234198,2026-09-01 03:11:00,SUCCESS
TXN_00192,2881,11.265448602956415,2026-09-01 03:12:00,FAILED
TXN_00193,4625,57.69116994413805,2026-09-01 03:13:00,SUCCESS
TXN_00194,3939,4.598534224900971,2026-09-01 03:14:00,SUCCESS
TXN_00195,2484,7.4728640047373025,2026-09-01 03:15:00,SUCCESS
TXN_00196,4762,0.13572902782280502,2026-09-01 03:16:00,SUCCESS
TXN_00197,4646,6.204296469208481,2026-09-01 03:17:00,SUCCESS
TXN_00198,1863,32.04350760979812,2026-09-01 03:18:00,SUCCESS
TXN_00199,3790,46.5831492241062,2026-09-01 03:19:00,SUCCESS
TXN_00200,4312,79.06425975957416,2026-09-01 03:20:00,SUCCESS
TXN_00201,1563,5.641598440905742,2026-09-01 03:21:00,SUCCESS
TXN_00202,2020,95.09907582233771,2026-09-01 03:22:00,SUCCESS
TXN_00203,1095,68.5160361938668,2026-09-01 03:23:00,SUCCESS
TXN_00204,2923,26.25622611958711,2026-09-01 03:24:00,SUCCESS
TXN_00205,2757,135.10693574585358,2026-09-01 03:25:00,SUCCESS
TXN_00206,3532,235.13626470361513,2026-09-01 03:26:00,SUCCESS
TXN_00207,4478,11.470772056346096,2026-09-01 03:27:00,SUCCESS
TXN_00208,3278,23.83961782700975,2026-09-01 03:28:00,SUCCESS
TXN_00209,3796,130.48909974899138,2026-09-01 03:29:00,SUCCESS
TXN_00210,2678,63.934198052789796,2026-09-01 03:30:00,SUCCESS
TXN_00211,4242,2.464483253076313,2026-09-01 03:31:00,SUCCESS
TXN_00212,1540,76.05177723407454,2026-09-01 03:32:00,SUCCESS
TXN_00213,2059,87.99585910061121,2026-09-01 03:33:00,SUCCESS
TXN_00214,3572,69.41520391552775,2026-09-01 03:34:00,SUCCESS
TXN_00215,2183,80.3563120502065,2026-09-01 03:35:00,SUCCESS
TXN_00216,4910,87.18638725659329,2026-09-01 03:36:00,SUCCESS
TXN_00217,2722,10.314628177693356,2026-09-01 03:37:00,SUCCESS
TXN_00218,4314,13.439204872617305,2026-09-01 03:38:00,SUCCESS
TXN_00219,4157,50.22312505476798,2026-09-01 03:39:00,SUCCESS
TXN_00220,2819,119.2256327951139,2026-09-01 03:40:00,SUCCESS
TXN_00221,3625,19.00424018427205,2026-09-01 03:41:00,SUCCESS
TXN_00222,3729,44.37382827654926,2026-09-01 03:42:00,SUCCESS
TXN_00223,3604,57.43984622126169,2026-09-01 03:43:00,SUCCESS
TXN_00224,2597,30.06931015912525,2026-09-01 03:44:00,SUCCESS
TXN_00225,4060,62.55015549744354,2026-09-01 03:45:00,SUCCESS
TXN_00226,3693,114.96325316592953,2026-09-01 03:46:00,SUCCESS
TXN_00227,1795,48.9218118189787,2026-09-01 03:47:00,SUCCESS
TXN_00228,2051,38.802647518445035,2026-09-01 03:48:00,SUCCESS
TXN_00229,2643,28.87896764560181,2026-09-01 03:49:00,PENDING
TXN_00230,4627,43.07666689080561,2026-09-01 03:50:00,SUCCESS
TXN_00231,2363,21.953353046899345,2026-09-01 03:51:00,SUCCESS
TXN_00232,4869,24.83644835767643,2026-09-01 03:52:00,SUCCESS
TXN_00233,2981,37.949124942184554,2026-09-01 03:53:00,SUCCESS
TXN_00234,2354,3.4470960887535553,2026-09-01 03:54:00,SUCCESS
TXN_00235,2663,13.004991920933783,2026-09-01 03:55:00,SUCCESS
TXN_00236,2529,39.13711031816166,2026-09-01 03:56:00,SUCCESS
TXN_00237,3038,28.24017356073539,2026-09-01 03:57:00,SUCCESS
TXN_00238,4419,20.23445440791373,2026-09-01 03:58:00,SUCCESS
TXN_00239,2496,65.56846155397348,2026-09-01 03:59:00,SUCCESS
TXN_00240,4302,59.16238754862179,2026-09-01 04:00:00,SUCCESS
TXN_00241,3237,9.119923587194666,2026-09-01 04:01:00,SUCCESS
TXN_00242,4296,105.44521296073974,2026-09-01 04:02:00,SUCCESS
TXN_00243,2408,34.2018032958241,2026-09-01 04:03:00,SUCCESS
TXN_00244,2400,67.63541911515311,2026-09-01 04:04:00,SUCCESS
TXN_00245,2306,42.56623025599514,2026-09-01 04:05:00,SUCCESS
TXN_00246,3680,303.58204153505704,2026-09-01 04:06:00,SUCCESS
TXN_00247,3675,69.79766696885962,2026-09-01 04:07:00,SUCCESS
TXN_00248,1972,61.37579935062598,2026-09-01 04:08:00,SUCCESS
TXN_00249,2768,75.3828761758652,2026-09-01 04:09:00,SUCCESS
TXN_00250,2282,7.723335645016542,2026-09-01 04:10:00,SUCCESS
TXN_00251,4430,11.442024477837952,2026-09-01 04:11:00,FAILED
TXN_00252,1709,62.59937784936203,2026-09-01 04:12:00,SUCCESS
TXN_00253,2479,34.059101183302424,2026-09-01 04:13:00,SUCCESS
TXN_00254,2434,70.25047853292008,2026-09-01 04:14:00,SUCCESS
TXN_00255,1648,5.4302905047028105,2026-09-01 04:15:00,SUCCESS
TXN_00256,1317,38.44543303319518,2026-09-01 04:16:00,FAILED
TXN_00257,4748,23.806845213717253,2026-09-01 04:17:00,SUCCESS
TXN_00258,4296,30.532318144097246,2026-09-01 04:18:00,PENDING
TXN_00259,4890,46.31173448653624,2026-09-01 04:19:00,SUCCESS
TXN_00260,2257,34.886719030900224,2026-09-01 04:20:00,SUCCESS
TXN_00261,1683,38.81129362923883,2026-09-01 04:21:00,SUCCESS
TXN_00262,1663,33.31138728781751,2026-09-01 04:22:00,FAILED
TXN_00263,2998,26.29317109785001,2026-09-01 04:23:00,SUCCESS
TXN_00264,4898,73.89460774981427,2026-09-01 04:24:00,SUCCESS
TXN_00265,4445,0.6139070571852856,2026-09-01 04:25:00,SUCCESS
TXN_00266,4743,45.62025219800335,2026-09-01 04:26:00,FAILED
TXN_00267,2631,41.67892728957174,2026-09-01 04:27:00,SUCCESS
TXN_00268,2495,62.97058922661344,2026-09-01 04:28:00,SUCCESS
TXN_00269,4304,45.69335416140355,2026-09-01 04:29:00,SUCCESS
TXN_00270,4763,87.66507575153679,2026-09-01 04:30:00,SUCCESS
TXN_00271,2136,159.80045679607395,2026-09-01 04:31:00,SUCCESS
TXN_00272,2853,20.967370432899845,2026-09-01 04:32:00,SUCCESS
TXN_00273,2520,12.896519329346232,2026-09-01 04:33:00,SUCCESS
TXN_00274,3489,27.547398573253357,2026-09-01 04:34:00,FAILED
TXN_00275,1563,16.978925959569683,2026-09-01 04:35:00,SUCCESS
TXN_00276,2291,47.719138321087165,2026-09-01 04:36:00,FAILED
TXN_00277,4581,121.43713485738259,2026-09-01 04:37:00,SUCCESS
TXN_00278,4878,7.4897868104215375,2026-09-01 04:38:00,PENDING
TXN_00279,4457,5.312189893830514,2026-09-01 04:39:00,SUCCESS
TXN_00280,4458,14.786756025717521,2026-09-01 04:40:00,SUCCESS
TXN_00281,4184,64.7488043850101,2026-09-01 04:41:00,SUCCESS
TXN_00282,2636,44.94254779112463,2026-09-01 04:42:00,SUCCESS
TXN_00283,4696,5.391102928803716,2026-09-01 04:43:00,SUCCESS
TXN_00284,3999,125.51154428087605,2026-09-01 04:44:00,SUCCESS
TXN_00285,4152,78.0525431714446,2026-09-01 04:45:00,SUCCESS
TXN_00286,1698,1.1645882072105163,2026-09-01 04:46:00,SUCCESS
TXN_00287,3160,52.68680455961323,2026-09-01 04:47:00,SUCCESS
TXN_00288,1001,73.75555055422092,2026-09-01 04:48:00,SUCCESS
TXN_00289,1641,23.45503143131086,2026-09-01 04:49:00,SUCCESS
TXN_00290,3267,3.570586480161854,2026-09-01 04:50:00,UNKNOWN
TXN_00291,2589,4.023697746339365,2026-09-01 04:51:00,PENDING
TXN_00292,1854,5.504526787743592,2026-09-01 04:52:00,FAILED
TXN_00293,2759,91.76664727412276,2026-09-01 04:53:00,SUCCESS
TXN_00294,4296,120.77996241174014,2026-09-01 04:54:00,SUCCESS
TXN_00295,3432,6.551627685987414,2026-09-01 04:55:00,SUCCESS
TXN_00296,4474,13.453225300536998,2026-09-01 04:56:00,SUCCESS
TXN_00297,2661,9.047355710689784,2026-09-01 04:57:00,SUCCESS
TXN_00298,2153,10.309459577495296,2026-09-01 04:58:00,SUCCESS
TXN_00299,2076,90.85102978785909,2026-09-01 04:59:00,SUCCESS
TXN_00300,2707,20.184315504512007,2026-09-01 05:00:00,SUCCESS
TXN_00301,3777,18.657950568014023,2026-09-01 05:01:00,SUCCESS
TXN_00302,2695,12.899408036612684,2026-09-01 05:02:00,FAILED
TXN_00303,2733,46.811203594411474,2026-09-01 05:03:00,SUCCESS
TXN_00304,2439,23.845829309196766,2026-09-01 05:04:00,SUCCESS
TXN_00305,3294,68.1776756417382,2026-09-01 05:05:00,PENDING
TXN_00306,1835,11.507137456078535,2026-09-01 05:06:00,SUCCESS
TXN_00307,4510,77.50892020735708,2026-09-01 05:07:00,SUCCESS
TXN_00308,1202,46.281905607857915,2026-09-01 05:08:00,SUCCESS
TXN_00309,4255,6.067003348033725,2026-09-01 05:09:00,SUCCESS
TXN_00310,1122,26.764846276430372,2026-09-01 05:10:00,SUCCESS
TXN_00311,1400,99.578178572615,2026-09-01 05:11:00,PENDING
TXN_00312,1766,128.1716760151855,2026-09-01 05:12:00,SUCCESS
TXN_00313,1293,31.339901447563577,2026-09-01 05:13:00,FAILED
TXN_00314,3327,32.77686687047855,2026-09-01 05:14:00,SUCCESS
TXN_00315,4908,125.32984453817507,2026-09-01 05:15:00,SUCCESS
TXN_00316,3931,44.2236445640353,2026-09-01 05:16:00,SUCCESS
TXN_00317,4681,1.6699116892815318,2026-09-01 05:17:00,SUCCESS
TXN_00318,1197,121.94857809027064,2026-09-01 05:18:00,SUCCESS
TXN_00319,4029,14.26600605329684,2026-09-01 05:19:00,FAILED
TXN_00320,2930,43.093909917129025,2026-09-01 05:20:00,SUCCESS
TXN_00321,4582,9.046924728957752,2026-09-01 05:21:00,SUCCESS
TXN_00322,3799,1.723317984032872,2026-09-01 05:22:00,SUCCESS
TXN_00323,3191,18.660049722259302,2026-09-01 05:23:00,SUCCESS
TXN_00324,1608,75.81917455297149,2026-09-01 05:24:00,SUCCESS
TXN_00325,4272,16.257926021660623,2026-09-01 05:25:00,SUCCESS
TXN_00326,2147,12.42930002515979,2026-09-01 05:26:00,SUCCESS
TXN_00327,1186,11.956075102720611,2026-09-01 05:27:00,SUCCESS
TXN_00328,4397,36.19822801179697,2026-09-01 05:28:00,SUCCESS
TXN_00329,3511,185.53849696629098,2026-09-01 05:29:00,SUCCESS
TXN_00330,4420,30.7157822737962,2026-09-01 05:30:00,SUCCESS
TXN_00331,2794,40.74375334605165,2026-09-01 05:31:00,SUCCESS
TXN_00332,1659,98.53187453073723,2026-09-01 05:32:00,FAILED
TXN_00333,3811,38.29339089132745,2026-09-01 05:33:00,SUCCESS
TXN_00334,4002,10.195416467392281,2026-09-01 05:34:00,SUCCESS
TXN_00335,2955,17.804892079464942,2026-09-01 05:35:00,SUCCESS
TXN_00336,3450,18.548613718183493,2026-09-01 05:36:00,UNKNOWN
TXN_00337,2369,25.318288805846002,2026-09-01 05:37:00,SUCCESS
TXN_00338,2986,27.825061377864518,2026-09-01 05:38:00,SUCCESS
TXN_00339,2534,80.4174308151978,2026-09-01 05:39:00,FAILED
TXN_00340,1146,21.492014106292036,2026-09-01 05:40:00,SUCCESS
TXN_00341,4219,31.577382618090155,2026-09-01 05:41:00,SUCCESS
TXN_00342,3911,49.0382610265661,2026-09-01 05:42:00,SUCCESS
TXN_00343,2734,23.718734215369693,2026-09-01 05:43:00,SUCCESS
TXN_00344,2843,90.56693894052844,2026-09-01 05:44:00,PENDING
TXN_00345,1488,44.27033024740655,2026-09-01 05:45:00,SUCCESS
TXN_00346,3976,17.410166425350827,2026-09-01 05:46:00,SUCCESS
TXN_00347,2959,62.59852409301341,2026-09-01 05:47:00,SUCCESS
TXN_00348,2663,37.501511866331015,2026-09-01 05:48:00,SUCCESS
TXN_00349,3598,38.227421556525805,2026-09-01 05:49:00,SUCCESS
TXN_00350,3385,32.80104337849837,2026-09-01 05:50:00,SUCCESS
TXN_00351,3919,34.359443213819105,2026-09-01 05:51:00,SUCCESS
TXN_00352,1640,72.48435024541864,2026-09-01 05:52:00,SUCCESS
TXN_00353,2802,5.433938489562487,2026-09-01 05:53:00,SUCCESS
TXN_00354,3520,20.350525930288967,2026-09-01 05:54:00,SUCCESS
TXN_00355,2969,3.92529333365425,2026-09-01 05:55:00,SUCCESS
TXN_00356,3198,69.96821423330417,2026-09-01 05:56:00,SUCCESS
TXN_00357,2438,15.893447618768478,2026-09-01 05:57:00,PENDING
TXN_00358,4369,113.86068910875895,2026-09-01 05:58:00,SUCCESS
TXN_00359,2634,37.38845481849859,2026-09-01 05:59:00,SUCCESS
TXN_00360,1262,80.65969072211561,2026-09-01 06:00:00,SUCCESS
TXN_00361,2787,192.99865945168509,2026-09-01 06:01:00,SUCCESS
TXN_00362,3191,91.56313526480886,2026-09-01 06:02:00,SUCCESS
TXN_00363,3393,100.86796173271854,2026-09-01 06:03:00,SUCCESS
TXN_00364,1623,26.211122708950185,2026-09-01 06:04:00,SUCCESS
TXN_00365,2016,40.117151559315445,2026-09-01 06:05:00,SUCCESS
TXN_00366,4643,14.644015598805765,2026-09-01 06:06:00,SUCCESS
TXN_00367,1880,10.914834547940695,2026-09-01 06:07:00,SUCCESS
TXN_00368,3049,35.21120307633305,2026-09-01 06:08:00,SUCCESS
